time,taxonomy,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,dropout_length
1645470412,normal,a0f7db,41.25201416015625,-79.40643310546875,45.83462195853226,225.0,-3.90144,N16105  ,False,False,False,,670.5600000000001,685.8000000000001,1645470411.429,1645470411.429,0.5130000114440918
1645470413,normal,a0f7db,41.25169372558594,-79.4068603515625,44.74480013827126,224.534190917235,-5.20192,N16105  ,False,False,False,,670.5600000000001,678.1800000000001,1645470412.632,1645470412.972,1.5429999828338623
1645470414,normal,a0f7db,41.25138104972193,-79.40730701793325,44.74480013827126,224.534190917235,-4.8768,N16105  ,False,False,False,,670.5600000000001,678.1800000000001,1645470413.65,1645470413.65,0.6780002117156982
1645470415,normal,a0f7db,41.2510986328125,-79.4075927734375,44.37955459476934,225.0,-3.90144,N16105  ,False,False,False,,670.5600000000001,670.5600000000001,1645470414.68,1645470414.68,1.0299999713897705
1645470416,normal,a0f7db,41.2510986328125,-79.4075927734375,44.37955459476934,225.0,-3.5763200000000004,N16105  ,False,False,False,,670.5600000000001,670.5600000000001,1645470414.68,1645470415.598,0.9179999828338623
1645470417,normal,a0f7db,41.25068276615466,-79.40818093039775,44.37955459476934,225.0,-3.5763200000000004,N16105  ,False,False,False,,670.5600000000001,662.94,1645470416.048,1645470416.164,0.5659999847412109
1645470418,normal,a0f7db,41.25068276615466,-79.40818093039775,44.38551758500045,225.9391909457356,-3.2512000000000003,N16105  ,False,False,False,,670.5600000000001,662.94,1645470416.048,1645470417.195,1.0309998989105225
1645470419,normal,a0f7db,41.25068276615466,-79.40818093039775,44.38551758500045,225.9391909457356,-3.2512000000000003,N16105  ,False,False,False,,670.5600000000001,662.94,1645470416.048,1645470417.195,0.0
1645470420,normal,a0f7db,41.25068276615466,-79.40818093039775,44.38551758500045,225.9391909457356,-3.2512000000000003,N16105  ,False,False,False,,670.5600000000001,662.94,1645470416.048,1645470417.195,0.0
1645470421,normal,a0f7db,41.24940490722656,-79.40985107421875,44.74480013827126,225.465809082765,-2.9260800000000002,N16105  ,False,False,False,,640.08,647.7,1645470420.605,1645470420.719,3.5240001678466797
1645470422,normal,a0f7db,41.249099990068856,-79.41030328924006,44.74480013827126,225.465809082765,-3.5763200000000004,N16105  ,False,False,False,,640.08,647.7,1645470421.741,1645470421.741,1.0219998359680176
1645470423,normal,a0f7db,41.249099990068856,-79.41030328924006,44.74480013827126,225.465809082765,-3.5763200000000004,N16105  ,False,False,False,,640.08,647.7,1645470421.741,1645470421.741,0.0
1645470424,normal,a0f7db,41.24858791545286,-79.41098993474787,44.37955459476934,225.0,-4.22656,N16105  ,False,False,False,,640.08,640.08,1645470423.557,1645470423.666,1.9249999523162842
1645470425,normal,a0f7db,41.24840170650159,-79.41117720170456,44.37955459476934,225.0,-4.22656,N16105  ,False,False,False,,640.08,640.08,1645470424.014,1645470424.014,0.34800004959106445
1645470426,normal,a0f7db,41.24807584083686,-79.41161415793681,44.37955459476934,225.0,-3.2512000000000003,N16105  ,False,False,False,,640.08,632.46,1645470425.15,1645470425.609,1.5950000286102295
1645470427,normal,a0f7db,41.24784307964777,-79.41192626953125,44.01729089692659,225.47350805873492,-2.9260800000000002,N16105  ,False,False,False,,640.08,632.46,1645470426.18,1645470426.634,1.0250000953674316
1645470428,normal,a0f7db,41.24757385253906,-79.41229248046875,43.28978247706976,225.48146580583835,-3.2512000000000003,N16105  ,False,False,False,,640.08,655.32,1645470427.088,1645470427.541,0.9069998264312744
1645470429,normal,a0f7db,41.24757385253906,-79.41229248046875,43.28978247706976,225.48146580583835,-3.2512000000000003,N16105  ,False,False,False,,640.08,655.32,1645470427.088,1645470427.541,0.0
1645470430,normal,a0f7db,41.24757385253906,-79.41229248046875,42.9306523279475,225.97102193107918,-3.5763200000000004,N16105  ,False,False,False,,640.08,655.32,1645470427.088,1645470429.035,1.4940001964569092
1645470431,normal,a0f7db,41.246612548828125,-79.41357421875,42.56227492082537,225.4896955931292,-4.22656,N16105  ,False,False,False,,609.6,617.22,1645470430.62,1645470430.733,1.6979999542236328
1645470432,normal,a0f7db,41.24626030356197,-79.4141110506925,42.56227492082537,225.4896955931292,-3.90144,N16105  ,False,False,False,,609.6,609.6,1645470431.967,1645470431.967,1.2339999675750732
1645470433,normal,a0f7db,41.24612064684852,-79.41429831764913,42.19695354912494,225.0,-2.9260800000000002,N16105  ,False,False,False,,609.6,609.6,1645470432.423,1645470432.763,0.7960000038146973
1645470434,normal,a0f7db,41.24612064684852,-79.41429831764913,42.19695354912494,225.0,-2.9260800000000002,N16105  ,False,False,False,,609.6,609.6,1645470432.423,1645470432.763,0.0
