,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
362557,1645297701,a96435,32.37712097167969,-97.57820434570311,,,,,False,False,False,,670.5600000000001,,1645297700.868,1645297700.868
362558,1645297702,a96435,32.37712097167969,-97.57820434570311,,,,N704JC  ,False,False,False,,670.5600000000001,,1645297700.868,1645297701.017
362559,1645297703,a96435,32.37712097167969,-97.57820434570311,,,,N704JC  ,False,False,False,,670.5600000000001,,1645297700.868,1645297701.017
362560,1645297704,a96435,32.378105551509535,-97.57927719427613,,,,N704JC  ,False,False,False,,670.5600000000001,,1645297703.998,1645297703.998
362561,1645297705,a96435,32.378105551509535,-97.57927719427613,,,,N704JC  ,False,False,False,,670.5600000000001,,1645297703.998,1645297703.998
362562,1645297706,a96435,32.3785400390625,-97.57968749999998,,,,N704JC  ,False,False,False,,670.5600000000001,,1645297705.266,1645297705.266
362563,1645297707,a96435,32.3785400390625,-97.57968749999998,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,807.72,1645297705.266,1645297706.13
362564,1645297708,a96435,32.379180908203125,-97.58040161132811,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297707.33,1645297707.47
362565,1645297709,a96435,32.379180908203125,-97.58040161132811,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297707.33,1645297707.47
362566,1645297710,a96435,32.379180908203125,-97.58040161132811,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297707.33,1645297707.47
362567,1645297711,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362568,1645297712,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362569,1645297713,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362570,1645297714,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362571,1645297715,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362572,1645297716,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362573,1645297717,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362574,1645297718,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362575,1645297719,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.65024,N704JC  ,False,False,False,,670.5600000000001,800.1000000000001,1645297710.98,1645297710.98
362576,1645297720,a96435,32.38034005892479,-97.5816314074458,47.34003024421983,317.64254529406475,-0.32512,N704JC  ,False,False,False,,670.5600000000001,784.8600000000001,1645297710.98,1645297719.56
362577,1645297721,a96435,32.38034005892479,-97.5816314074458,47.34003024421983,317.64254529406475,-0.32512,N704JC  ,False,False,False,,670.5600000000001,784.8600000000001,1645297710.98,1645297719.56
362578,1645297722,a96435,32.38034005892479,-97.5816314074458,47.34003024421983,317.64254529406475,-0.32512,N704JC  ,False,False,False,,670.5600000000001,784.8600000000001,1645297710.98,1645297719.56
362579,1645297723,a96435,32.38034005892479,-97.5816314074458,47.34003024421983,317.64254529406475,-0.32512,N704JC  ,False,False,False,,670.5600000000001,784.8600000000001,1645297710.98,1645297719.56
362580,1645297724,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362581,1645297725,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362582,1645297726,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362583,1645297727,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362584,1645297728,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362585,1645297729,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
362586,1645297730,a96435,32.38034005892479,-97.5816314074458,47.68815410734251,317.1858008067756,-0.32512,N704JC  ,False,False,False,,670.5600000000001,792.48,1645297710.98,1645297723.695
