time,taxonomy,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,dropout_length,dropout_zscore,dropout_sma25
1645318130,normal,a8c313,35.4486911579714,-96.7219381129488,66.97460273287228,356.91781917547183,0.0,N66399  ,False,False,False,,1219.2,1280.16,1645318127.495,1645318128.091,0.0,-0.24395551266173623,0.9241600036621094
1645318131,normal,a8c313,35.45082092285156,-96.7221450805664,66.97460273287228,356.91781917547183,0.0,N66399  ,False,False,False,,1219.2,1280.16,1645318130.808,1645318130.808,2.7170000076293945,1.116923132463222,1.0090799999237061
1645318132,normal,a8c313,35.45137023925781,-96.7222023010254,66.97460273287228,356.91781917547183,0.0,N66399  ,False,False,False,,1219.2,1280.16,1645318131.815,1645318131.815,1.0069999694824219,0.2604260663820572,1.0070800018310546
1645318133,normal,a8c313,35.451949814618644,-96.72223030252655,67.16203846663667,354.7261040426482,-1.30048,N66399  ,False,False,False,,1219.2,1280.16,1645318132.712,1645318132.712,0.8969998359680176,0.20532969824061623,1.0073599910736084
1645318134,normal,a8c313,35.45218257580773,-96.72228874044214,67.26441367996198,353.8533743403533,-1.6256000000000002,N66399  ,False,False,False,,1219.2,1280.16,1645318133.306,1645318133.605,0.8930001258850098,0.20332634158865748,1.0013599967956544
1645318135,normal,a8c313,35.45306396484375,-96.72243118286131,67.32143992781201,353.418055344822,-2.60096,N66399  ,False,False,False,,1211.5800000000002,1272.5400000000002,1645318134.654,1645318134.654,1.0490000247955322,0.2814628636618441,1.001520004272461
1645318136,normal,a8c313,35.45376535189354,-96.72252249210436,67.32143992781201,353.418055344822,-2.60096,N66399  ,False,False,False,,1203.96,1272.5400000000002,1645318135.696,1645318135.696,1.0420000553131104,0.2779567506848824,1.0070800018310546
1645318137,normal,a8c313,35.45432397874735,-96.72258093001994,67.51575285989533,352.11686068327026,-3.90144,N66399  ,False,False,False,,1203.96,1264.92,1645318136.735,1645318136.735,1.0389997959136963,0.2764539943598795,1.0009999942779542
1645318138,normal,a8c313,35.4549757100768,-96.72269780585106,68.09730807984256,351.7474709528639,-4.22656,N66399  ,False,False,False,,1203.96,1264.92,1645318137.776,1645318137.776,1.0410001277923584,0.2774559115218927,1.0069600009918214
1645318139,normal,a8c313,35.45562744140625,-96.72283172607422,68.25258660337988,350.8926656877456,-3.90144,N66399  ,False,False,False,,1196.34,1272.54,1645318138.816,1645318138.816,1.0399999618530273,0.2769549529408861,1.0068000030517579
1645318140,normal,a8c313,35.45585632324219,-96.7228889465332,68.76059350757991,350.9605171966449,-3.90144,N66399  ,False,False,False,,1196.34,1257.3000000000002,1645318139.261,1645318139.856,1.0399999618530273,0.2769549529408861,0.9948400020599365
1645318141,normal,a8c313,35.45585632324219,-96.7228889465332,68.76059350757991,350.9605171966449,-3.2512000000000003,N66399  ,False,False,False,,1196.34,1257.3000000000002,1645318139.261,1645318140.751,0.8949999809265137,0.20432801991463687,1.0067999935150147
1645318142,normal,a8c313,35.45585632324219,-96.7228889465332,68.76059350757991,350.9605171966449,-2.27584,N66399  ,False,False,False,,1196.34,1257.3000000000002,1645318139.261,1645318141.795,1.0440001487731934,0.2789585484288787,1.0069600009918214
1645318143,normal,a8c313,35.457768844345864,-96.7232821850066,69.26869542755718,351.0273733851036,-1.95072,N66399  ,False,False,False,,1188.72,1249.68,1645318142.39,1645318142.837,1.0419998168945312,0.2779566312668655,0.9949199962615967
1645318144,normal,a8c313,35.4583740234375,-96.72339906083778,69.19032741966976,351.44816976617994,-1.95072,N66399  ,False,False,False,,1188.72,1249.68,1645318143.43,1645318143.875,1.0380001068115234,0.27595327461490676,1.0126799964904785
1645318145,normal,a8c313,35.45928955078125,-96.72351837158205,69.11569977873913,351.86989764584405,-1.6256000000000002,N66399  ,False,False,False,,1181.1,1242.0600000000002,1645318144.917,1645318144.917,1.0420000553131104,0.2779567506848824,1.0127200031280517
1645318146,normal,a8c313,35.459930419921875,-96.7236328125,69.11569977873913,351.86989764584405,-1.6256000000000002,N66399  ,False,False,False,,1181.1,1242.0600000000002,1645318145.959,1645318145.959,1.0420000553131104,0.2779567506848824,1.0004800033569337
1645318147,normal,a8c313,35.459930419921875,-96.7236328125,69.04482463318136,352.292514277035,-1.6256000000000002,N66399  ,False,False,False,,1181.1,1242.0600000000002,1645318145.959,1645318146.404,0.44499993324279785,-0.021065963699040825,0.9945200061798096
1645318148,normal,a8c313,35.46089172363281,-96.72380447387695,69.04482463318136,352.292514277035,-1.6256000000000002,N66399  ,False,False,False,,1173.48,1242.0600000000002,1645318147.446,1645318147.446,1.0420000553131104,0.2779567506848824,0.9884400081634521
1645318149,normal,a8c313,35.461669921875,-96.72391891479492,68.97771355015334,352.7159763455832,-1.6256000000000002,N66399  ,False,False,False,,1173.48,1234.44,1645318148.636,1645318148.636,1.1899998188018799,0.3520862012001007,0.994359998703003
1645318150,normal,a8c313,35.46233096365201,-96.72404187790892,68.40364378543353,353.08877288097534,-1.6256000000000002,N66399  ,False,False,False,,1173.48,1234.44,1645318149.827,1645318149.827,1.190999984741211,0.35258715978110733,1.0419999980926513
1645318151,normal,a8c313,35.462703381554554,-96.72410031582444,68.40364378543353,353.08877288097534,-1.6256000000000002,N66399  ,False,False,False,,1173.48,1234.44,1645318150.274,1645318150.87,1.0429999828338623,0.2784575898478721,1.0837199974060059
1645318152,normal,a8c313,35.46327209472656,-96.72414779663086,68.40364378543353,353.08877288097534,-1.6256000000000002,N66399  ,False,False,False,,1173.48,1234.44,1645318151.316,1645318151.316,0.4460000991821289,-0.020565005118034215,1.101560001373291
1645318153,normal,a8c313,35.46409606933594,-96.7243194580078,68.40364378543353,353.08877288097534,-1.6256000000000002,N66399  ,False,False,False,,1165.86,1234.44,1645318152.657,1645318152.657,1.3410000801086426,0.4277185274583389,1.0064800071716309
1645318154,normal,a8c313,35.46409606933594,-96.7243194580078,68.4674522666498,352.66139366376376,-1.6256000000000002,N66399  ,False,False,False,,1165.86,1226.8200000000002,1645318152.657,1645318153.548,0.8910000324249268,0.2023245438446612,1.0182800006866455
1645318155,normal,a8c313,35.46533203125,-96.72449111938477,68.4674522666498,352.66139366376376,-1.95072,N66399  ,False,False,False,,1165.86,1226.8200000000002,1645318154.588,1645318154.588,1.0399999618530273,0.2769549529408861,1.0598799991607666
1645318156,normal,a8c313,35.46556091308594,-96.72454833984376,68.53506301088319,352.23483398157464,-2.27584,N66399  ,False,False,False,,1165.86,1226.8200000000002,1645318155.035,1645318155.629,1.0409998893737793,0.2774557921038758,0.9928399944305419
1645318157,normal,a8c313,35.46620178222656,-96.72460556030272,68.53506301088319,352.23483398157464,-2.27584,N66399  ,False,False,False,,1165.86,1226.8200000000002,1645318156.047,1645318156.668,1.0390000343322754,0.2764541137778964,0.9941199970245361
1645318158,normal,a8c313,35.46721894862288,-96.72480157081117,68.53506301088319,352.23483398157464,-2.27584,N66399  ,False,False,False,,1158.24,1226.8200000000002,1645318157.708,1645318157.708,1.0399999618530273,0.2769549529408861,0.9998400020599365
1645318159,normal,a8c313,35.46773102323888,-96.72491844664228,68.53506301088319,352.23483398157464,-1.95072,N66399  ,False,False,False,,1158.24,1219.2,1645318158.607,1645318158.607,0.8990001678466797,0.20633161540262945,1.0000800037384032
1645318160,normal,a8c313,35.46839904785156,-96.72500610351562,68.53506301088319,352.23483398157464,-1.95072,N66399  ,False,False,False,,1158.24,1219.2,1645318159.65,1645318159.65,1.0429999828338623,0.2784575898478721,0.9998400020599365
1645318161,normal,a8c313,35.46908103813559,-96.72509376038896,68.53506301088319,352.23483398157464,-1.95072,N66399  ,False,False,False,,1150.62,1219.2,1645318160.702,1645318160.702,1.051999807357788,0.2829653811508131,1.0002399921417235
1645318162,normal,a8c313,35.46940690380032,-96.7251521983045,68.4674522666498,352.66139366376376,-1.95072,N66399  ,False,False,False,,1150.62,1211.5800000000002,1645318161.3,1645318161.455,0.753000020980835,0.1332037237953736,0.9888000011444091
1645318163,normal,a8c313,35.470367431640625,-96.72529220581056,68.4674522666498,352.66139366376376,-2.27584,N66399  ,False,False,False,,1150.62,1211.5800000000002,1645318162.942,1645318162.942,1.4869999885559082,0.5008462996475778,1.0066399955749512
1645318164,normal,a8c313,35.471036232123936,-96.7254443878823,68.97771355015334,352.7159763455832,-2.27584,N66399  ,False,False,False,,1143.0,1203.96,1645318163.982,1645318163.982,1.0400002002716064,0.27695507235890304,1.0066400051116944
1645318165,normal,a8c313,35.4715576171875,-96.72552108764648,68.97771355015334,352.7159763455832,-2.27584,N66399  ,False,False,False,,1143.0,1203.96,1645318164.877,1645318164.877,0.8949999809265137,0.20432801991463687,1.0008400058746338
1645318166,normal,a8c313,35.472198486328125,-96.72557830810548,68.4674522666498,352.66139366376376,-1.95072,N66399  ,False,False,False,,1143.0,1203.96,1645318165.769,1645318165.769,0.8919999599456787,0.20282538300765088,1.0007200050354004
1645318167,normal,a8c313,35.47242736816406,-96.72563552856444,68.4674522666498,352.66139366376376,-1.95072,N66399  ,False,False,False,,1143.0,1203.96,1645318166.363,1645318166.809,1.0399999618530273,0.2769549529408861,1.0005599975585937
1645318168,normal,a8c313,35.47306823730469,-96.72574996948242,68.4674522666498,352.66139366376376,-1.30048,N66399  ,False,False,False,,1143.0,1203.96,1645318167.274,1645318167.872,1.062999963760376,0.2884750896157674,1.0014000034332275
1645318169,normal,a8c313,35.474029541015625,-96.72592163085938,68.4674522666498,352.66139366376376,-1.30048,N66399  ,False,False,False,,1135.38,1196.34,1645318168.913,1645318168.913,1.0410001277923584,0.2774559115218927,1.001520004272461
1645318170,normal,a8c313,35.47453308105469,-96.72597885131836,68.4674522666498,352.66139366376376,-1.30048,N66399  ,False,False,False,,1135.38,1196.34,1645318169.66,1645318169.66,0.746999979019165,0.13019844998140162,0.9897200012207031
1645318171,normal,a8c313,35.47517938128972,-96.72608720495344,68.4674522666498,352.66139366376376,-0.97536,N66399  ,False,False,False,,1135.38,1196.34,1645318170.846,1645318170.846,1.185999870300293,0.35008272513012506,0.9954799938201905
1645318172,normal,a8c313,35.47578456038136,-96.72614564286904,67.95725405299422,352.6059913574017,-0.97536,N66399  ,False,False,False,,1135.38,1196.34,1645318171.738,1645318171.738,0.8919999599456787,0.20282538300765088,1.0133599948883056
1645318173,normal,a8c313,35.47606387380826,-96.72620408078456,67.89296606911289,353.036531473512,-0.97536,N66399  ,False,False,False,,1135.38,1196.34,1645318172.184,1645318172.777,1.0390000343322754,0.2764541137778964,1.0132399940490722
1645318174,normal,a8c313,35.476959228515625,-96.72632217407228,67.89296606911289,353.036531473512,-0.97536,N66399  ,False,False,False,,1135.38,1196.34,1645318173.818,1645318173.818,1.0410001277923584,0.2774559115218927,1.0072800064086913
1645318175,normal,a8c313,35.477325439453125,-96.72637939453124,67.89296606911289,353.036531473512,-0.97536,N66399  ,False,False,False,,1127.76,1196.34,1645318174.4,1645318174.4,0.5820000171661377,0.04755401718725708,0.9829200077056884
1645318176,normal,a8c313,35.47834493346134,-96.72655470827787,67.832518825107,353.4678633121476,-1.6256000000000002,N66399  ,False,False,False,,1127.76,1188.72,1645318175.958,1645318175.958,1.557999849319458,0.536408387998201,1.0035200023651123
1645318177,normal,a8c313,35.47865295410156,-96.7266082763672,67.832518825107,353.4678633121476,-1.6256000000000002,N66399  ,False,False,False,,1127.76,1188.72,1645318176.553,1645318176.701,0.7430000305175781,0.12819497391142595,1.0153999996185303
1645318178,normal,a8c313,35.47901916503906,-96.72666549682616,67.77592259728783,353.8999400396784,-1.6256000000000002,N66399  ,False,False,False,,1127.76,1188.72,1645318177.148,1645318177.148,0.44700002670288086,-0.020064165955044528,0.9796399974822998
1645318179,normal,a8c313,35.47992770954714,-96.72678845994017,67.77592259728783,353.8999400396784,-1.6256000000000002,N66399  ,False,False,False,,1127.76,1188.72,1645318178.637,1645318178.637,1.4890000820159912,0.5018480973915741,1.0035599994659423
1645318180,normal,a8c313,35.48076564982786,-96.72690533577128,67.832518825107,353.4678633121476,-1.95072,N66399  ,False,False,False,,1120.14,1188.72,1645318179.974,1645318179.974,1.3369998931884766,0.42571493197034627,1.0154399967193604
1645318181,normal,a8c313,35.48076564982786,-96.72690533577128,67.89296606911289,353.036531473512,-2.27584,N66399  ,False,False,False,,1120.14,1181.1,1645318179.974,1645318180.869,0.8949999809265137,0.20432801991463687,1.0096000003814698
1645318182,normal,a8c313,35.481903076171875,-96.72706604003906,67.89296606911289,353.036531473512,-2.27584,N66399  ,False,False,False,,1120.14,1181.1,1645318181.911,1645318181.911,1.0420000553131104,0.2779567506848824,1.009720001220703
1645318183,normal,a8c313,35.48258118710275,-96.7271390874335,67.89296606911289,353.036531473512,-2.60096,N66399  ,False,False,False,,1112.52,1173.48,1645318182.955,1645318182.955,1.0439999103546143,0.27895842901086176,1.0098799991607665
1645318184,normal,a8c313,35.48258118710275,-96.7271390874335,67.89296606911289,353.036531473512,-2.60096,N66399  ,False,False,False,,1112.52,1173.48,1645318182.955,1645318182.955,0.0,-0.24395551266173623,0.9739199924468994
1645318185,normal,a8c313,35.48350524902344,-96.727294921875,67.89296606911289,353.036531473512,-2.60096,N66399  ,False,False,False,,1112.52,1173.48,1645318184.442,1645318184.442,1.4869999885559082,0.5008462996475778,0.9916799926757812
1645318186,normal,a8c313,35.48416396318856,-96.72737283909572,68.34364821708938,353.5169263071028,-2.60096,N66399  ,False,False,False,,1112.52,1173.48,1645318185.482,1645318185.482,1.0400002002716064,0.27695507235890304,0.991200008392334
1645318187,normal,a8c313,35.485048455707094,-96.72748971492685,68.85482697924891,353.5652608489633,-2.60096,N66399  ,False,False,False,,1104.9,1165.86,1645318186.969,1645318186.969,1.4869999885559082,0.5008462996475778,1.020560007095337
1645318188,normal,a8c313,35.48528121689618,-96.72754815284242,68.85482697924891,353.5652608489633,-2.60096,N66399  ,False,False,False,,1104.9,1165.86,1645318187.416,1645318187.416,0.44699978828430176,-0.020064285373061454,0.9789599990844726
1645318189,normal,a8c313,35.48602605270127,-96.72766502867351,68.85482697924891,353.5652608489633,-1.95072,N66399  ,False,False,False,,1097.28,1165.86,1645318188.607,1645318188.607,1.19100022315979,0.35258727919912425,0.985
1645318190,normal,a8c313,35.486846923828125,-96.72775268554688,68.85482697924891,353.5652608489633,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318189.944,1645318189.944,1.3369998931884766,0.42571493197034627,1.0026799964904785
1645318191,normal,a8c313,35.487143306408896,-96.72778190450464,68.85482697924891,353.5652608489633,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318190.39,1645318190.837,0.8929998874664307,0.20332622217064056,1.0027199935913087
1645318192,normal,a8c313,35.48808288574219,-96.72792434692384,68.85482697924891,353.5652608489633,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318191.879,1645318191.879,1.0420000553131104,0.2779567506848824,1.002799997329712
1645318193,normal,a8c313,35.488677978515625,-96.7280387878418,68.40364378543353,353.08877288097534,-0.65024,N66399  ,False,False,False,,1097.28,1158.24,1645318192.786,1645318192.786,0.9070000648498535,0.2103385675425808,0.996560001373291
1645318194,normal,a8c313,35.4892381571107,-96.72807409408244,68.4674522666498,352.66139366376376,-0.97536,N66399  ,False,False,False,,1097.28,1158.24,1645318193.831,1645318193.831,1.0450000762939453,0.2794593875918684,0.9967199993133545
1645318195,normal,a8c313,35.48954772949219,-96.72815322875977,68.0253718875756,352.1762892681147,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318194.278,1645318194.874,1.0429999828338623,0.2784575898478721,1.0085599994659424
1645318196,normal,a8c313,35.49044851529396,-96.72830784574468,68.0253718875756,352.1762892681147,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318195.765,1645318195.765,0.8910000324249268,0.2023245438446612,0.9967600059509277
1645318197,normal,a8c313,35.49044851529396,-96.72830784574468,68.25258660337988,350.8926656877456,-1.30048,N66399  ,False,False,False,,1097.28,1158.24,1645318195.765,1645318196.806,1.0409998893737793,0.2774557921038758,1.0027200031280517
1645318198,normal,a8c313,35.49165887347722,-96.72854159740687,67.8286171530883,350.3947958449871,-1.6256000000000002,N66399  ,False,False,False,,1089.66,1158.24,1645318197.699,1645318197.699,0.8929998874664307,0.20332622217064056,0.9968799972534179
1645318199,normal,a8c313,35.492264052568856,-96.728658473238,68.007862389438,349.54009090707086,-1.95072,N66399  ,False,False,False,,1089.66,1150.62,1645318198.744,1645318198.744,1.0450000762939453,0.2794593875918684,0.9970399951934814
1645318200,normal,a8c313,35.49293518066406,-96.72883987426758,68.007862389438,349.54009090707086,-1.95072,N66399  ,False,False,False,,1089.66,1150.62,1645318199.795,1645318199.795,1.0510001182556152,0.28246466140584037,1.0157999992370605
1645318201,normal,a8c313,35.49293518066406,-96.72883987426758,68.007862389438,349.54009090707086,-1.95072,N66399  ,False,False,False,,1089.66,1150.62,1645318199.795,1645318199.795,0.0,-0.24395551266173623,0.9534800052642822
1645318202,normal,a8c313,35.49293518066406,-96.72883987426758,68.30491343262608,348.2669158435877,-1.95072,N66399  ,False,False,False,,1089.66,1150.62,1645318199.795,1645318201.876,2.0809998512268066,0.7983662577064982,1.0069999980926514
1645318203,normal,a8c313,35.494720458984375,-96.72929763793944,68.30491343262608,348.2669158435877,-1.6256000000000002,N66399  ,False,False,False,,1082.04,1143.0,1645318202.929,1645318202.929,1.0529999732971191,0.2834663397318197,1.031239995956421
1645318204,normal,a8c313,35.495383052502646,-96.72947660405583,67.90855662355665,347.7536671403196,-1.6256000000000002,N66399  ,False,False,False,,1082.04,1143.0,1645318203.97,1645318203.97,1.0410001277923584,0.2774559115218927,1.0133199977874756
1645318205,normal,a8c313,35.495383052502646,-96.72947660405583,67.90855662355665,347.7536671403196,-1.30048,N66399  ,False,False,False,,1082.04,1135.38,1645318203.97,1645318204.862,0.8919999599456787,0.20282538300765088,0.9955200004577637
1645318206,normal,a8c313,35.496220992783364,-96.72965191780251,67.90855662355665,347.7536671403196,-0.97536,N66399  ,False,False,False,,1082.04,1143.0,1645318205.307,1645318205.903,1.0410001277923584,0.2774559115218927,1.0013600063323975
1645318207,normal,a8c313,35.49715203753972,-96.72994410738032,68.01953588900436,347.33018573505035,-0.97536,N66399  ,False,False,False,,1074.42,1143.0,1645318206.952,1645318206.952,1.0489997863769531,0.2814627442438271,1.001639995574951
1645318208,normal,a8c313,35.49775721663136,-96.73011942112696,67.5177127638933,347.2344342189414,-0.97536,N66399  ,False,False,False,,1074.42,1135.38,1645318207.994,1645318207.994,1.0420000553131104,0.2779567506848824,1.001560001373291
1645318209,normal,a8c313,35.49775721663136,-96.73011942112696,67.5177127638933,347.2344342189414,-0.97536,N66399  ,False,False,False,,1074.42,1135.38,1645318207.994,1645318207.994,0.0,-0.24395551266173623,1.001560001373291
1645318210,normal,a8c313,35.4986572265625,-96.73032760620116,67.5177127638933,347.2344342189414,-1.30048,N66399  ,False,False,False,,1074.42,1135.38,1645318209.496,1645318209.943,1.9490001201629639,0.7322508308891994,1.0200400066375732
1645318211,normal,a8c313,35.49925231933594,-96.73049926757812,67.4059072856886,347.6609127216738,-1.6256000000000002,N66399  ,False,False,False,,1074.42,1135.38,1645318210.536,1645318210.982,1.0390000343322754,0.2764541137778964,1.02
1645318212,normal,a8c313,35.50007629394531,-96.73072814941406,67.4059072856886,347.6609127216738,-1.30048,N66399  ,False,False,False,,1066.8,1135.38,1645318211.875,1645318211.875,0.8929998874664307,0.20332622217064056,0.9962399959564209
1645318213,normal,a8c313,35.500736559851696,-96.73087911402922,67.4059072856886,347.6609127216738,-1.30048,N66399  ,False,False,False,,1066.8,1135.38,1645318212.931,1645318212.931,1.055999994277954,0.2849689766388057,1.020600004196167
1645318214,normal,a8c313,35.500969321040785,-96.7309375519448,67.6977811951626,348.6046789461072,-1.6256000000000002,N66399  ,False,False,False,,1066.8,1127.76,1645318213.377,1645318213.377,0.4460000991821289,-0.020565005118034215,0.9907999992370605
1645318215,normal,a8c313,35.500969321040785,-96.7309375519448,67.6977811951626,348.6046789461072,-1.6256000000000002,N66399  ,False,False,False,,1066.8,1127.76,1645318213.377,1645318213.377,0.0,-0.24395551266173623,0.9373200035095215
1645318216,normal,a8c313,35.50227278369968,-96.73128817943814,67.50203193856102,349.4608162713717,-1.95072,N66399  ,False,False,False,,1059.18,1127.76,1645318215.609,1645318215.609,2.2319998741149902,0.8739984645467194,0.9908800029754639
1645318217,normal,a8c313,35.50227278369968,-96.73128817943814,67.50203193856102,349.4608162713717,-1.95072,N66399  ,False,False,False,,1059.18,1127.76,1645318215.609,1645318215.609,0.0,-0.24395551266173623,0.9492000007629394
1645318218,normal,a8c313,35.50227278369968,-96.73128817943814,67.50203193856102,349.4608162713717,-1.95072,N66399  ,False,False,False,,1059.18,1127.76,1645318215.609,1645318215.609,0.0,-0.24395551266173623,0.9129199981689453
