time,epoch_time,taxonomy,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,dropout_length,mean,stdev,stdev_zscore,sma_window_size,sma,snr_rolling,mode,mode_dev,mode_dev_zscore
0,1645468852,normal,a0f7db,41.40234375,-78.69357022372162,,,,,False,False,False,,1036.3200000000002,,1645468851.895,1645468851.895,,0.8448890625188749,4.747496029807328,,5,,nan,1.0230000019073486,10.097163497211358,
1,1645468853,normal,a0f7db,41.40234375,-78.69357022372162,,,,,False,False,False,,1036.3200000000002,,1645468851.895,1645468851.895,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,,nan,1.0230000019073486,10.097163497211358,-0.10131558255839687
2,1645468854,normal,a0f7db,41.40229797363281,-78.69456898082387,,,,,False,False,False,,1036.3200000000002,,1645468853.833,1645468853.833,1.937999963760376,0.8448890625188749,4.747496029807328,0.2303099718080928,5,,0.0,1.0230000019073486,10.097163497211358,0.09061950537947937
3,1645468855,normal,a0f7db,41.40229797363281,-78.69456898082387,,,,,False,False,False,,1036.3200000000002,,1645468853.833,1645468853.833,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,,1.0,1.0230000019073486,10.097163497211358,-0.10131558255839687
4,1645468856,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,1.5829999446868896,0.8448890625188749,4.747496029807328,0.1555142266629039,5,,0.7071067811865476,1.0230000019073486,10.097163497211358,0.05546111469168566
5,1645468857,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.7041999816894531,0.9899870170596204,1.0230000019073486,10.097163497211358,-0.10131558255839687
6,1645468858,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.7041999816894531,0.8096665641436095,1.0230000019073486,10.097163497211358,-0.10131558255839687
7,1645468859,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.31659998893737795,0.701776639657027,1.0230000019073486,10.097163497211358,-0.10131558255839687
8,1645468860,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.31659998893737795,0.6280025882975998,1.0230000019073486,10.097163497211358,-0.10131558255839687
9,1645468861,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.0,0.5734769324939818,1.0230000019073486,10.097163497211358,-0.10131558255839687
10,1645468862,normal,a0f7db,41.40229797363281,-78.69456898082387,40.64433184426719,269.2747757009407,2.60096,,False,False,False,,1036.3200000000002,1059.18,1645468853.833,1645468855.416,0.0,0.8448890625188749,4.747496029807328,-0.1780115594389247,5,0.0,0.5310633022487109,1.0230000019073486,10.097163497211358,-0.10131558255839687
