time,epoch_time,taxonomy,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
997,1645469849,normal,a0f7db,41.30387878417969,-79.13531494140625,39.07404531764767,260.90972307917764,0.32512,N16105  ,False,False,False,,1127.76,1143.0,1645469848.346,1645469848.346
998,1645469850,normal,a0f7db,41.30379886950477,-79.1359571977095,39.15861761112085,260.16643603579286,0.0,N16105  ,False,False,False,,1127.76,1143.0,1645469849.729,1645469849.844
999,1645469851,normal,a0f7db,41.303741455078125,-79.13616943359375,39.15861761112085,260.16643603579286,0.0,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469850.072,1645469850.412
1000,1645469852,normal,a0f7db,41.30364990234375,-79.136962890625,39.15861761112085,260.16643603579286,0.0,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469851.886,1645469851.886
1001,1645469853,normal,a0f7db,41.3036126605535,-79.13739291104406,39.75557195161694,259.5625246488818,-1.30048,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469852.788,1645469852.788
1002,1645469854,normal,a0f7db,41.303558349609375,-79.13763427734375,39.75557195161694,259.5625246488818,-1.30048,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469853.359,1645469853.359
1003,1645469855,normal,a0f7db,41.30347300384004,-79.13832924582744,39.75557195161694,259.5625246488818,-1.30048,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469854.72,1645469854.72
1004,1645469856,normal,a0f7db,41.303375244140625,-79.13873291015625,40.356812060703504,258.9765440362569,0.32512,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469855.756,1645469855.756
1005,1645469857,normal,a0f7db,41.303375244140625,-79.13873291015625,40.356812060703504,258.9765440362569,0.32512,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469855.756,1645469856.548
1006,1645469858,normal,a0f7db,41.30323791503906,-79.1397705078125,40.356812060703504,258.9765440362569,1.30048,N16105  ,False,False,False,,1127.76,1135.3799999999999,1645469857.924,1645469857.924
